pathway,Adjusted p-value,Significant (in gene set)
GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,1,0
GO_MESENCHYMAL_TO_EPITHELIAL_TRANSITION,0.7482748899184879,1
GO_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER,1,0
GO_SALIVARY_GLAND_DEVELOPMENT,0.2581827093651364,3
GO_CELL_CYCLE_DNA_REPLICATION,0.18870119351057021,4
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,0.5557416876321177,1
GO_CHROMOSOME_CONDENSATION,1,1
GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY,0.41875711857717357,3
GO_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,0.6248424326797761,4
GO_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY,0.8554066014833287,1
GO_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY,0.9239140082773152,1
GO_EMBRYONIC_DIGIT_MORPHOGENESIS,0.6292163965923838,2
GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.5906121810691727,4
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.13402848548917887,5
GO_NEGATIVE_REGULATION_OF_GLIOGENESIS,1,1
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.3308650075687283,1
GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY,0.6531646040886742,2
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY,0.41875711857717357,3
GO_REGULATION_OF_DEVELOPMENTAL_GROWTH,8.005325314042656e-8,27
GO_MEMBRANE_DISASSEMBLY,0.061515212172899694,3
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.22655968489327585,4
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY,1,1
GO_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,0.9035521417480447,1
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,5.28382740144494e-6,24
GO_NADP_METABOLIC_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_MRNA_PROCESSING,0.9035521417480447,1
GO_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS,0.4206453264609167,2
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,0.28613755787414374,2
GO_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN,1,0
GO_METANEPHRIC_EPITHELIUM_DEVELOPMENT,1,1
GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.5557416876321177,2
GO_FATTY_ACID_BETA_OXIDATION,0.17544734421448727,3
GO_ACTIN_FILAMENT_BASED_PROCESS,0.3340609565776406,20
GO_RESPONSE_TO_FLUID_SHEAR_STRESS,0.5902647582496886,2
GO_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION,0.09983880037740753,3
GO_TRANSITION_METAL_ION_TRANSPORT,1,0
GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,0.09727024150963237,6
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,0.5199859044371242,6
GO_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS,0.0022025349909503495,8
GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY,0.028361915727140714,5
GO_RESPONSE_TO_CORTICOSTEROID,0.28534584196257595,7
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION,1,0
GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,1,2
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,0.5370049167586848,2
GO_CELL_PROJECTION_ASSEMBLY,0.32305891332265685,12
GO_GLUCOCORTICOID_METABOLIC_PROCESS,1,0
GO_PROTEIN_MATURATION,0.02360281679234492,11
GO_SKELETAL_MUSCLE_ADAPTATION,0.8779129136260913,1
GO_PROTEIN_N_LINKED_GLYCOSYLATION,0.8306632964409413,1
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,0.5958633402966191,3
GO_HINDLIMB_MORPHOGENESIS,0.5557416876321177,2
GO_LOOP_OF_HENLE_DEVELOPMENT,1,0
GO_VESICLE_ORGANIZATION,0.697176806453673,6
GO_KERATINOCYTE_PROLIFERATION,1,0
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.6248424326797761,1
GO_POSITIVE_REGULATION_OF_BINDING,0.0141051257658762,12
GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.4959794316971196,3
GO_MALE_GENITALIA_DEVELOPMENT,0.053007723255155535,3
GO_REGULATION_OF_HYDROLASE_ACTIVITY,6.295676271425964e-6,49
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT,1,1
GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY,0.44740771179028255,3
GO_RESPONSE_TO_DIETARY_EXCESS,1,0
GO_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION,1,0
GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM,0.8306632964409413,1
GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,0.02229737455587536,8
GO_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION,1,0
GO_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION,1,0
GO_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,0.21373336822932945,2
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,1,2
GO_NEURON_MATURATION,0.09824690202295054,4
GO_THYMIC_T_CELL_SELECTION,0.09983880037740753,3
GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,4.805501886856618e-10,27
GO_COENZYME_A_METABOLIC_PROCESS,1,0
GO_PROTEIN_LOCALIZATION_TO_CILIUM,0.6914961871364044,1
GO_RNA_STABILIZATION,0.2874249982037137,3
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,0.08446561956238703,13
GO_REGULATION_OF_PROTEIN_HOMODIMERIZATION_ACTIVITY,0.8306632964409413,1
GO_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION,0.43970393654587536,2
GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,0.3308650075687283,3
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS,0.9225630633136428,2
GO_MITOCHONDRIAL_DNA_METABOLIC_PROCESS,1,0
GO_ADULT_BEHAVIOR,0.9824127872173645,3
GO_RETINAL_GANGLION_CELL_AXON_GUIDANCE,0.9239140082773152,1
GO_SPINDLE_LOCALIZATION,1,1
GO_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,1,0
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,8.13787457504411e-5,29
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.8244786489065372,2
GO_REGULATION_OF_PROTEIN_SUMOYLATION,0.061515212172899694,3
GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.09824690202295054,10
GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,0.0012605054562101023,10
GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,0.23740948037796228,2
GO_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,0.7482748899184879,1
GO_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.5979748568931755,2
GO_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY,1,0
GO_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT,0.4803121233934732,1
GO_LUNG_CELL_DIFFERENTIATION,0.8554066014833287,1
GO_PLATELET_ACTIVATION,7.015914183644885e-5,15
GO_CYTOSKELETON_ORGANIZATION,3.0054921729063215e-4,44
GO_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY,0.07855032900432488,4
GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR,0.9609066662287655,2
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL,1,0
GO_MATURATION_OF_SSU_RRNA,0.029856451645439343,3
GO_RESPONSE_TO_WOUNDING,1.8446352171569131e-6,37
GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY,1,3
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME,1,0
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.7289098275047174,2
GO_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY,1,0
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH,0.061262304584734605,10
GO_MODIFIED_AMINO_ACID_TRANSPORT,1,0
GO_CGMP_BIOSYNTHETIC_PROCESS,1,0
GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,1,0
GO_ASSOCIATIVE_LEARNING,0.5958633402966191,3
GO_SNORNA_METABOLIC_PROCESS,1,0
GO_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,0.016248649181510137,12
GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS,0.8554066014833287,1
GO_COFACTOR_TRANSPORT,1,0
GO_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.4004837454980767,3
GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,1,1
GO_EXOGENOUS_DRUG_CATABOLIC_PROCESS,1,0
GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,1,0
GO_REGULATION_OF_PROTEIN_DEACETYLATION,0.32155382030687363,3
GO_OTIC_VESICLE_DEVELOPMENT,1,0
GO_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,0.038509177950238324,4
GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,1,1
GO_PHOSPHOLIPID_DEPHOSPHORYLATION,0.6248424326797761,1
GO_NEGATIVE_REGULATION_OF_DNA_REPAIR,0.9035521417480447,1
GO_METAL_ION_TRANSPORT,0.6204673654760845,16
GO_INSULIN_SECRETION,0.18096763897492035,8
GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,0.02346742980364464,6
GO_PREASSEMBLY_OF_GPI_ANCHOR_IN_ER_MEMBRANE,1,0
GO_NECROTIC_CELL_DEATH,0.697176806453673,2
GO_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.9454004369267038,1
GO_POSITIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,4.6916388801759366e-5,14
GO_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL,1,0
GO_CHROMOSOME_LOCALIZATION,1,1
GO_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY,1,0
GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION,0.14694290438764548,13
GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS,1,1
GO_ACTIVATION_OF_GTPASE_ACTIVITY,1,0
GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS,0.8779129136260913,1
GO_T_CELL_HOMEOSTASIS,1,1
GO_HISTONE_METHYLATION,1,2
GO_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS,0.8306632964409413,1
GO_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,1,0
GO_ALPHA_BETA_T_CELL_DIFFERENTIATION,0.02229737455587536,8
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME,6.012512128340862e-5,6
GO_PEPTIDE_CROSS_LINKING,0.8306632964409413,1
GO_PEPTIDYL_SERINE_MODIFICATION,3.201910457977463e-12,35
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS,0.0014556364004425708,16
GO_ROUNDABOUT_SIGNALING_PATHWAY,0.5201640341682086,1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,0.5783259035949639,3
GO_GLUTAMATE_METABOLIC_PROCESS,1,0
GO_SPHINGOMYELIN_METABOLIC_PROCESS,1,0
GO_TRNA_METABOLIC_PROCESS,1,1
GO_NEGATIVE_REGULATION_OF_ATPASE_ACTIVITY,1,0
GO_POSITIVE_REGULATION_OF_LOCOMOTION,7.152771834811356e-7,35
GO_REGULATION_OF_DENDRITE_MORPHOGENESIS,0.18743516212684588,5
GO_CELLULAR_RESPONSE_TO_LITHIUM_ION,0.719992227829117,1
GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT,0.06009256616667931,6
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS,0.1122707218791075,3
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS,1,2
GO_ERYTHROCYTE_HOMEOSTASIS,0.17509339108952254,6
GO_RESPONSE_TO_HEAT,8.916247108140342e-6,16
GO_NOTCH_RECEPTOR_PROCESSING,1,0
GO_CELLULAR_RESPONSE_TO_CADMIUM_ION,6.402787584944353e-7,9
GO_SUCKLING_BEHAVIOR,0.5201640341682086,1
GO_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT,0.30505554479721964,3
GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,0.0044251950622863625,16
GO_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY,0.8053534553866574,1
GO_REGULATION_OF_KINASE_ACTIVITY,1.7668474310147558e-13,62
GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,1,0
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION,0.24395562388073377,3
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.2139077204449356,3
GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION,1,0
GO_MYELOID_LEUKOCYTE_DIFFERENTIATION,8.376225943607834e-4,15
GO_PEROXISOME_ORGANIZATION,1,0
GO_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION,0.5557416876321177,1
GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS,1,0
GO_POLYOL_METABOLIC_PROCESS,1,1
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER,0.35941389266859863,2
GO_APICAL_JUNCTION_ASSEMBLY,0.8053534553866574,2
GO_LYMPHOCYTE_HOMEOSTASIS,0.4803121233934732,3
GO_SERTOLI_CELL_DEVELOPMENT,0.5906121810691727,1
GO_NEGATIVE_REGULATION_OF_RNA_SPLICING,0.8779129136260913,1
GO_CELL_CYCLE_PHASE_TRANSITION,9.488775689647322e-7,35
GO_TISSUE_MORPHOGENESIS,0.023683688083309045,24
GO_ENDOSOME_TO_LYSOSOME_TRANSPORT,1,0
GO_RESPONSE_TO_ANGIOTENSIN,0.147754424665486,3
GO_DENDRITIC_SPINE_DEVELOPMENT,0.09727024150963237,6
GO_REGULATION_OF_PROTEIN_OLIGOMERIZATION,0.30505554479721964,3
GO_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS,1,0
GO_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION,1,0
GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,0.11161576917743683,7
GO_INOSITOL_PHOSPHATE_CATABOLIC_PROCESS,0.5201640341682086,1
GO_C21_STEROID_HORMONE_METABOLIC_PROCESS,0.8779129136260913,1
GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,0.8053534553866574,1
GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY,1,1
GO_TRANSMISSION_OF_NERVE_IMPULSE,1,1
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,0.09824690202295054,10
GO_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION,1,0
GO_MEMBRANE_FUSION,0.5259323490695872,4
GO_POSITIVE_REGULATION_OF_TOR_SIGNALING,0.4486907818424733,2
GO_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,0.0032199177599627673,6
GO_MALE_SEX_DETERMINATION,0.21373336822932945,2
GO_TYPE_B_PANCREATIC_CELL_DEVELOPMENT,0.7769076987193272,1
GO_REGULATION_OF_SUPEROXIDE_ANION_GENERATION,0.022607058587119623,4
GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,2.051224589662343e-6,20
GO_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,7.570463730582026e-5,15
GO_LYMPHOCYTE_COSTIMULATION,1.549054909738156e-7,13
GO_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY,1,0
GO_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS,0.3308650075687283,2
GO_COFACTOR_METABOLIC_PROCESS,0.44740771179028255,7
GO_BARBED_END_ACTIN_FILAMENT_CAPPING,1,0
GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,0.053007723255155535,5
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,0.06019648792679472,4
GO_3_UTR_MEDIATED_MRNA_STABILIZATION,0.23740948037796228,2
GO_DRUG_CATABOLIC_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,1,0
GO_PRIMITIVE_STREAK_FORMATION,1,0
GO_RESPONSE_TO_PHENYLPROPANOID,0.3917511628721895,1
GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,0.016248649181510137,13
GO_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY,1,1
GO_CELLULAR_IRON_ION_HOMEOSTASIS,0.11411629596912772,4
GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,0.013798739828283843,8
GO_MACROMOLECULE_DEACYLATION,0.7059236532199038,3
GO_TRANSLATIONAL_INITIATION,0.026458985546124334,9
GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY,0.8554066014833287,1
GO_SYNAPTIC_TRANSMISSION_CHOLINERGIC,1,0
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.968177778296583,1
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,0.7482748899184879,1
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION,6.990827345059025e-10,30
GO_PLASMA_MEMBRANE_ORGANIZATION,0.09752110610052088,5
GO_REGULATION_OF_NEUROTRANSMITTER_SECRETION,0.4527821177011699,4
GO_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,0.0067093748519602234,13
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY,1,1
GO_WHITE_FAT_CELL_DIFFERENTIATION,1,0
GO_OOGENESIS,0.8244786489065372,2
GO_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY,1,0
GO_ALDEHYDE_CATABOLIC_PROCESS,1,0
GO_RESPONSE_TO_TYPE_I_INTERFERON,0.036407019215721315,7
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,1,0
GO_HYALURONAN_CATABOLIC_PROCESS,1,0
GO_NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS,0.6669627641687769,3
GO_PENTOSE_PHOSPHATE_SHUNT,1,0
GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY,2.5444371279261083e-8,48
GO_NEGATIVE_REGULATION_OF_LOCOMOTION,0.42357511228473216,10
GO_NCRNA_3_END_PROCESSING,1,0
GO_LYMPH_NODE_DEVELOPMENT,0.6563439224933438,1
GO_REGULATION_OF_CELLULAR_COMPONENT_SIZE,7.00123121498778e-5,22
GO_MITOCHONDRIAL_TRANSPORT,0.0800861159952797,8
GO_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,1,1
GO_T_CELL_PROLIFERATION,0.02480166093058579,11
GO_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE_BY_NEUROLOGICAL_SYSTEM_PROCESS,1,0
GO_PROTEIN_TARGETING,1.1212511644588995e-4,17
GO_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX,0.21373336822932945,2
GO_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,1,0
GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE,1,1
GO_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION,1,1
GO_GLIAL_CELL_DEVELOPMENT,9.342780517251244e-5,12
GO_MITOCHONDRIAL_TRANSLATION,1,0
GO_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.20193505232051023,10
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,0.39726272936653295,4
GO_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,0.8648061141912657,2
GO_POLYOL_CATABOLIC_PROCESS,0.16607824718565498,2
GO_SECOND_MESSENGER_MEDIATED_SIGNALING,0.13584794399137048,16
GO_CELL_CELL_SIGNALING,0.004438360014024505,51
GO_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION,0.4803121233934732,2
GO_POSITIVE_REGULATION_OF_COAGULATION,0.968177778296583,1
GO_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,1,0
GO_LUNG_MORPHOGENESIS,0.13113761819887348,4
GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,0.7769076987193272,1
GO_OXIDATIVE_DEMETHYLATION,1,0
GO_REGULATION_OF_MACROPHAGE_ACTIVATION,0.46133454210961766,3
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.0016700581519208649,10
GO_POSITIVE_REGULATION_OF_MAPK_CASCADE,9.958767439331533e-10,42
GO_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,1,0
GO_L_AMINO_ACID_TRANSPORT,0.8554066014833287,1
GO_POSITIVE_REGULATION_OF_ACTION_POTENTIAL,1,0
GO_REGULATION_OF_MUSCLE_CONTRACTION,0.2606840651596215,7
GO_REGULATION_OF_CHOLESTEROL_EFFLUX,0.011068651940883358,4
GO_REGULATION_OF_EXOCYTOSIS,0.3917511628721895,7
GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,1,1
GO_ANION_TRANSMEMBRANE_TRANSPORT,1,2
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,0.6563439224933438,1
GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,0.0015296263974576073,33
GO_RENAL_VESICLE_DEVELOPMENT,0.7482748899184879,1
GO_REGULATION_OF_BODY_FLUID_LEVELS,0.09824690202295054,18
GO_REGULATION_OF_HORMONE_LEVELS,0.3819239032412803,13
GO_BONE_CELL_DEVELOPMENT,0.2021584243500015,3
GO_REGULATION_OF_DEFENSE_RESPONSE,1.215740809760886e-6,40
GO_NEGATIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS,0.35941389266859863,2
GO_POSITIVE_REGULATION_OF_HEART_GROWTH,0.016297160191543907,5
GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,0.2139077204449356,3
GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION,1,3
GO_VESICLE_TARGETING,0.8359444435914014,2
GO_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS,0.004384081367280476,6
GO_LAYER_FORMATION_IN_CEREBRAL_CORTEX,0.21373336822932945,2
GO_POSITIVE_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION,0.011068651940883358,4
GO_SEX_DETERMINATION,0.35941389266859863,2
GO_OLIGOSACCHARIDE_CATABOLIC_PROCESS,1,0
GO_B_CELL_PROLIFERATION,0.5628834329741873,4
GO_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,1.6747026441223462e-5,16
GO_PROTEASOME_ASSEMBLY,1,0
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,2.3253202696619955e-5,9
GO_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,1,0
GO_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,1,0
GO_RESPONSE_TO_POTASSIUM_ION,0.5906121810691727,1
GO_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,0.16607824718565498,4
GO_SMALL_MOLECULE_METABOLIC_PROCESS,1.2470437880512887e-4,39
GO_THYMUS_DEVELOPMENT,1.450575870109781e-4,8
GO_NEGATIVE_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION,0.07137409183934897,3
GO_HOMEOSTATIC_PROCESS,6.738635732730334e-6,62
GO_CEREBELLAR_CORTEX_MORPHOGENESIS,0.38480470142195006,2
GO_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT,0.5906121810691727,1
GO_MORPHOGENESIS_OF_AN_EPITHELIUM,0.02312232394265918,21
GO_OSTEOBLAST_DIFFERENTIATION,0.5348436113960379,7
GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.2958680902567281,5
GO_DEFENSE_RESPONSE_TO_VIRUS,0.4141298981083925,8
GO_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS,1,0
GO_REGULATION_OF_RUFFLE_ASSEMBLY,0.8554066014833287,1
GO_CELLULAR_PIGMENTATION,1,0
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS,1,0
GO_VACUOLAR_TRANSPORT,0.6123170708312481,3
GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,0.11943546000667818,8
GO_POSITIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL,0.5906121810691727,1
GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY,1,2
GO_POSITIVE_REGULATION_OF_LYASE_ACTIVITY,1,0
GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK_BY_PHOTOPERIOD,0.07137409183934897,3
GO_SUPEROXIDE_METABOLIC_PROCESS,0.13402848548917887,5
GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS,0.9733472286485665,7
